start,end
胆总管结石,干腌菜
变形杆菌食物中毒,鸡肝
淋菌性结膜炎,白扁豆
手指撕脱性骨折,辣椒(红、尖、干)
癣菌疹,鸭血(白鸭)
诺卡菌性巩膜炎,泥胡菜
网膜肿瘤,白酒
胰腺损伤,鸭血(白鸭)
消化性溃疡,鱼腥草
固定性药疹,公鸡
腰椎骨折,海螺
微小病变性肾病,鹿肉
小儿肾血管性高血压,花生（炒）
先天性红细胞膜病,杏仁
髌腱断裂,鹿肉
口腔干燥综合征,白酒
过敏性皮炎-测试,蛤蜊
慢性淋巴细胞性甲状腺炎,白酒
小儿心力衰竭,白砂糖
肠梗阻,绿豆
肾结石,芝麻
老年人心肌梗死,淡菜(鲜)
原发性肝癌,啤酒
肾及输尿管结石,杏仁
对乙酰氨基酚中毒,赤小豆
踝扭伤,干腌菜
胫腓骨骨折,啤酒
剥脱性唇炎,白酒
脾脏原发性恶性肿瘤,黄酒
绦虫病,赤小豆
中暑,螃蟹
小儿肺炎链球菌肺炎,白砂糖
老年人感染性休克,啤酒
慢性酒中毒,干腌菜
原发性血小板减少性紫瘢,腐竹
血栓闭塞性脉管炎,核桃
胸壁软组织损伤,大黄鱼
先天性喉喘鸣,杏仁
小儿多源性房性心动过速,螃蟹
急性乳腺炎,白扁豆
疼痛性眼肌麻痹,白酒
女性生殖道多部位原发癌,田螺
外阴表皮内瘤变,红葡萄酒
视神经萎缩,鸭肝
丛集性头痛,鹿肉
卵巢浆液性肿瘤,芝麻
胸腺癌,咸鸭蛋
成人骨坏死,白酒
Behcet病,白扁豆
黄杆菌肺炎,面肥
苔藓样结核疹,啤酒
真菌性巩膜炎,花生仁（炸）
盆腔充血综合征,茶叶
青春期功能失调性子宫出血,江米酒
胃肠疾病,辣椒(青、尖)
心室静止,咸鱼
基底细胞瘤,白酒
大肠湿热,咸鱼
急性化脓性鼻窦炎,杏仁
盲肠扭转,螃蟹
胁痛,腐竹
气胸,猪油（板油）
骨结核,海螺
淋巴管平滑肌瘤,鸭蛋
结肠炎,黑豆
咽喉痛,鲐鱼
输卵管妊娠流产,赤小豆
病毒性睑皮炎,白酒
肠道肿瘤,白酒
扁桃体周围脓肿,鸭血(白鸭)
妊娠合并动脉导管未闭,黄酒
尿崩症,螃蟹
痧子,干腌菜
尺骨干骨折,绿豆
产后抑郁症,猪肝
外阴毛囊炎,白酒
厌氧菌肺炎,白酒
颞骨岩部炎,赤小豆
骨放线菌病,鸡蛋黄
妊娠合并血栓性血小板减少性紫癜,白酒
男性不育症,啤酒
先天性囊状腺样畸形,红葡萄酒
原卟啉病,鸭肝
炭疽,咸鸭蛋
骨盆直肠脓肿,杏仁
重症肌无力,腐竹
小儿急性喉炎,猪油（板油）
小阴茎,杏仁
肠毒性大肠埃希杆菌感染,虾皮
足外翻,白扁豆
脑炎后遗症,螃蟹
糙皮病样皮疹,鸭肉
先天性直肠与周围脏器瘘,啤酒
阴虚,辣椒(红、尖、干)
阴茎淋巴管炎,花椒
致命性中线肉芽肿,白酒
ADH分泌过多综合征,腐竹
非骨化性纤维瘤,乌龟
老年人糖尿病,啤酒
外阴浸润性鳞癌,白酒
腘肌腱损伤,腐竹
遗传性肥胖,蛤蜊
离位皮炎,沙丁鱼
甲状舌囊肿及瘘管,赤小豆
血管网织细胞瘤,草鱼
躯体形式障碍,鸭血(白鸭)
特发性股骨头坏死,蛏子
丝状角膜病变,杏仁
先天性感觉性神经病,白酒
小儿肺栓塞,蛤蜊
外阴湿疹,白酒
肠系膜动脉瘤,啤酒
小儿心房扑动,白扁豆
胃切除后胆汁返流性胃炎,白酒
小儿埃博拉病毒病,啤酒
婴儿玫瑰疹,黑豆
感染性腹主动脉瘤,鸡肝
咽血管畸形,杏仁
脑外伤所致精神障碍,白酒
鞘膜积液,白酒
手干裂,辣椒(红、尖、干)
腰椎结核,芥菜
软骨发育异常,白酒
疼痛性脂肪疝,啤酒
断肢再植,白酒
混合痣,海蟹
感染性心内膜炎,鸡肝
色素性紫癜性苔藓样皮炎,淡菜(鲜)
脑萎缩,杏仁
小儿低氯性氮质血症综合征,油条
肺动脉瓣关闭不全,辣椒(红、尖、干)
毛胚细胞瘤,白酒
脾疳,沙丁鱼
肝源性肾损害,白砂糖
尿路梗阻,鸭肉
小叶增生,红辣椒
先天性颅锁骨发育不全,干腌菜
性早熟,鲍鱼
苯海拉明中毒,白扁豆
性病性淋巴肉芽肿,啤酒
肠伤寒穿孔,虾皮
Behcet病,白酒
睾丸囊肿,河蚌
小儿卵巢肿瘤,白砂糖
口蹄疫,蜂蜜
肌筋膜炎,泡椒
包皮水肿,啤酒
卵巢功能异常综合征,淡菜(鲜)
类固醇后脂膜炎,田螺
外生殖器畸形,白酒
东方马型脑炎,冰糖
穿腹膜疝,啤酒
虹膜黑色素瘤,咸鸭蛋
甲状舌囊肿及瘘管,绿豆
滴虫性包皮龟头炎,螃蟹
小儿病毒相关吞噬血细胞综合征,蛤蜊
阴道血管肉瘤,白酒
甲状腺舌管囊肿与瘘,啤酒
小儿消化性溃疡,香菜
遗传性共济失调,啤酒
藏毛囊肿,白扁豆
老视,白酒
听力障碍,啤酒
气管、支气管狭窄,猪小排（猪肋排）
腹部创伤,腐竹
毒性结节性甲状腺肿,鹿肉
小儿毛细支气管炎,花生（炒）
皮肤癌,白酒
黏膜白斑,白酒
布鲁菌病,腐竹
先天性大疱性鱼鳞病样红皮病,螃蟹
肩关节周围炎,田螺
慢性缩窄性心包炎,鹅肉
颌面部放线菌病,赤小豆
急性和亚急性硬脑膜下血肿,白酒
脓毒症和菌血症,田螺
微血管病性溶血性贫血,咸鸭蛋
可拉明中毒,绿豆
剥脱性皮炎,鸭蛋
鼻息肉,白扁豆
妊娠疱疹,苹果脯
紫癜性肾炎,杏仁
血毒,苦瓜
常染色体显性多囊肾,黄酒
Asperger综合征,干腌菜
头部脂溢性皮炎,猪油（板油）
泌尿生殖系阿米巴病,干腌菜
空调病,白酒
胃出血,杏仁
继发性纵隔感染,啤酒
中耳癌,绿豆
鼻咽癌,烤鸭
肝脾湿热,猪油（板油）
小儿遗传性大疱性表皮松解症,白扁豆
食管壁内憩室,咸鸭蛋
外阴前庭炎,白酒
胃、十二指肠溃疡急性穿孔,鱼腥草
心肌缺血,腐竹
下肢静脉血栓形成,螃蟹
小儿急性胆囊炎与胆管炎,啤酒
癃闭,鸭肝
室性期前收缩,杏仁
特发性肺纤维化,猪油（板油）
小儿腓骨肌萎缩症,腐竹
先天性胸腹裂孔疝,白酒
子宫内膜息肉,油豆腐
迟发性运动障碍,黑豆
荨麻疹和血管性水肿,赤小豆
睾丸囊肿,猪小排（猪肋排）
面游风,银鱼
暴发性紫癜,黑豆
妊娠合并重症肌无力,啤酒
小儿地方性克汀病,油条
肠郁,咸鱼
小儿碘缺乏病,白扁豆
暴发性肝衰竭,螺丝菜
卵巢小细胞癌,鹅肉
先天性血管萎缩性皮肤异色症,白酒
念珠菌阴道炎,鸭血(白鸭)
先天性副舟骨,白酒
下丘脑疾病,白砂糖
先天性胆总管囊肿,啤酒
产后风,鳕鱼
小儿精神发育迟缓,白酒
内伤发热,鹿肉
牙齿感觉过敏症,杏仁
双颌前突,杏仁
甲状腺功能减退症,鸡肝
脑血栓,油条
先天性斜颈,红葡萄酒
髓单核细胞白血病,干腌菜
肿胀,螃蟹
近视眼,赤小豆
大脑大静脉瘤,啤酒
瘢痕性类天疱疮,鸭血(白鸭)
甲醛中毒,猪肉(肥)
寒湿困脾,白酒
剥脱性唇炎,绿豆
尺神经损伤,干腌菜
妇科炎症,鸭肉
阴虱病,河虾
伤风,海虾
月经病,蛤蜊
膀胱瘘,白扁豆
脑血管硬化,白酒
慢性萎缩性肢皮炎,干腌菜
足舟状骨骨软骨病,白扁豆
夏季皮炎,龙虾
颈部水囊瘤,松子仁
小儿慢性良性中性粒细胞减少症,花生（炒）
中毒性弱视,腐竹
心脏穿透伤,咸鸭蛋
药疹,白酒
布氏菌肺炎,黑豆
睾丸畸形,赤小豆
淋巴管瘤,螺丝菜
小儿遗传性大疱性表皮松解症,花生（炒）
锁骨下动脉-腋动脉瘤,咸鱼
色盲,啤酒
狼疮性肾炎,乌骨鸡
眼球震颤,鸭血(白鸭)
胃石症,螃蟹
小儿偏头痛,白扁豆
静脉曲张综合征,白酒
特发性脊柱侧凸,面肥
单纯性脊柱结核,啤酒
椎间隙感染,咸鸭蛋
牙齿感觉过敏症,白扁豆
腱鞘炎,杏仁
妊娠合并生殖器疱疹,鸭蛋
老年人骨质疏松,蛏子
脑萎,杏仁
先天性肺囊肿,猪小排（猪肋排）
食管损伤,银鱼
咽部机械性创伤,草鱼
咳嗽,螃蟹
脾虚泄泻,田螺
风寒头痛,白酒
类鼻疽杆菌肺炎,花生仁（炸）
心脾两虚,沙丁鱼
习惯性髌骨脱位,腐竹
地高辛中毒,咖啡
起搏器综合征,啤酒
外伤性脑积水,白酒
先天性胃出口梗阻,红葡萄酒
毛囊角化病,鸡蛋黄
感染性心内膜炎,腐竹
老年人肺结核病,淡菜(鲜)
痧子,沙丁鱼
白血病伴发的精神障碍,麦芽糖
眶骨髓炎,鸡肝
单纯性肥胖,猪网油
手足发绀症,白砂糖
面瘫,鸭血(白鸭)
皮肤病,海虾
妊娠合并红细胞增多症,白酒
小儿营养不良,绿豆
跟痛症,油皮
老年人消化性溃疡,白酒
二尖瓣和主动脉瓣的疾患,啤酒
涎腺的未分化癌,啤酒
砷及其化合物引起的皮肤病,白酒
疮疡,白酒
心肌梗塞并发心室间隔穿破,杏仁
痛风石,海螺
小儿癫痫发作诱发失语综合征,杏仁
小儿大脑半球胶质瘤,猪肚
妊娠合并多囊肾,猪脑
泌乳素瘤,白酒
应激性溃疡,白扁豆
内生性软骨瘤,绿豆
原发性甲状旁腺功能亢进症,腐竹
子宫颈平滑肌瘤,白酒
氯气中毒,啤酒
妊娠合并急性阑尾炎,啤酒
原卟啉病,鸡肝
急性粒细胞性白血病,白酒
多动症,绿豆
女性的青春期延迟,虾仁
空巢综合症,白扁豆
高颅压性脑积水,花生仁（炸）
严重急性呼吸综合征,赤小豆
丘疹坏死性结核疹,花生仁（炸）
食管破裂,南瓜子仁
产科播散性血管内凝血,黑豆
X联锁鱼鳞病,鸭血(白鸭)
单眼双上转肌麻痹,蜂蜜
久疟,田螺
酒精伴发的精神障碍,啤酒
中气不足,三文鱼
呼吸性细支气管相关的间质性肺疾病,猪油（板油）
老年人脑血栓形成,干腌菜
小儿潮红综合征,蛤蜊
口腔干燥综合征,啤酒
阻塞性肺气肿,猪油（板油）
小儿慢性充血性脾肿大,白扁豆
原位癌,辣椒(红、尖、干)
真菌过敏症,赤小豆
慢性萎缩性肢皮炎,咸鸭蛋
喉痹,沙丁鱼
上隐斜,鸭血(白鸭)
楔状缺损,白扁豆
慢性肾性贫血,田螺
眶底骨折,腐竹
秃头,白扁豆
小儿埃可及柯萨奇病毒感染,鸡蛋
慢性淋巴细胞性甲状腺炎,啤酒
原发性肺动脉高压,鸭血(白鸭)
先天性肺动静脉瘘,螃蟹
白血病肾损害,鸡蛋
热带性口炎性腹泻,白酒
小儿肺隔离症,腐竹
子宫切除术后会阴疝,杏仁
大汗腺癌,鸭血(白鸭)
会阴裂伤,啤酒
单心室,甜杏仁
蛋白尿,鸭肉
踝关节软骨损伤,绿豆
搏动性眼球突出症,公鸡
甲亢,白扁豆
儿童孤独症,红豆沙
叶酸缺乏神经病,龙虾
神经系统先天性疾病,河蚌
进行性色素性紫癜性皮病,白扁豆
原发性肝癌,白酒
复张性肺水肿,赤小豆
克雷白杆菌属感染,花生仁（炸）
腹痛,鸡肝
脑震荡,螺丝菜
喉部创伤,白扁豆
先天性支气管肺囊肿,红葡萄酒
紫癜,白扁豆
病理性骨折,肥膘肉
沙门氏菌属食物中毒,松子（炒）
支气管哮喘,干腌菜
肠癌,杏仁
妊娠合并消化性溃疡,江米酒
胫腓骨骨折,白酒
甲状旁腺功能减退性心肌病,干腌菜
Morton跖头痛,田螺
脾劳,三文鱼
肱骨内髁骨折,白扁豆
成人骨坏死,啤酒
肾性水肿,大葱
舒张性心力衰竭,白酒
不射精症,江米酒
血卟啉病,赤小豆
下丘脑疾病,白酒
小儿丘疹性肢皮炎综合征,白扁豆
埃莱尔-当洛综合征,田螺
阴茎癌,干腌菜
鼻恶性肉芽肿,白扁豆
中枢神经系统淋巴瘤,干腌菜
手部血管损伤,杏仁
病毒性睑皮炎,啤酒
偏沮,海虾
低血糖,杏仁
产后抑郁症,螃蟹
萎缩性胃炎,白酒
煤气中毒,白酒
丛集性头痛,干腌菜
假膜性肠炎,绿豆
开放性手外伤,草鱼
趾间神经痛,腐竹
输血后血小板减少性紫癜,鸭血(白鸭)
回旋形线状鱼鳞病,干腌菜
外阴炎,海螺
肾气不固,海虾
纤维瘤病,鹅肉
小儿白血病,螃蟹
输卵管阻塞,绿豆
嗜血流感杆菌的皮肤感染,田螺
第五日综合征,绿豆
小儿心律失常,乌龟
乳腺囊性增生症,草鱼
手指屈肌腱鞘炎,鸭血(白鸭)
复发性阿弗他溃疡,赤小豆
基底细胞瘤,啤酒
烧伤休克,猪小排（猪肋排）
霍乱,鸭血(白鸭)
热毒冲心,海虾
小儿血管瘤血小板减少综合征,白砂糖
α-贮存池病,白酒
浸淫疮,杏仁
玫瑰糠疹,螃蟹
先天性直肠与周围脏器瘘,白酒
乳酸性酸中毒,猪油（板油）
Machado-Joseph病,田螺
鼻病,鸭肉
放射性肠炎,鸡腿
肾移植,杏仁
包皮阴茎头炎,白酒
喉息肉,咖啡
胆源性慢性胰腺炎,赤小豆
结缔组织性肠炎,南瓜子仁
氨基甲酸酯类农药中毒,白扁豆
常染色体隐性遗传性脑动脉病伴白质脑病,咸鸭蛋
眼球运动障碍,鸭血(白鸭)
肌腱炎和腱鞘炎,啤酒
阿米巴病肠穿孔,蛏子
脑结核瘤,猪油（板油）
小儿埃博拉病毒病,白酒
内分泌功能亢进,鸭蛋
肛瘘,白酒
溴中毒,芝麻
表皮囊肿,白酒
脑外伤所致精神障碍,啤酒
月经不调,蛏子
先天性感觉性神经病,啤酒
软骨发育异常,啤酒
毛胚细胞瘤,啤酒
疼痛性脂肪疝,白酒
产后风湿,鸭血(白鸭)
胆囊息肉样病变,鸭蛋
阴道血管肉瘤,啤酒
吸收不良综合征,干腌菜
高渗性脱水,白砂糖
断肢再植,啤酒
创伤性膈疝,鹿肉
I型糖尿病,啤酒
急性肾炎综合征,白酒
肱骨干骨折,白扁豆
无脉络膜症,红葡萄酒
口周皮炎,白酒
口腔粘膜黑棘皮病,田螺
卡氏肺囊虫肺炎,啤酒
慢性病,猪油（板油）
小儿休克,河蚌
麻痹性痴呆,淡菜(鲜)
尺骨干骨折,赤小豆
妊娠合并淋巴瘤,啤酒
化脓性葡萄膜炎,白扁豆
妊娠合并自身免疫性溶血性贫血,黄酒
腹痛,鸡腿
性病性淋巴肉芽肿,白酒
神经鞘源性肿瘤,啤酒
Behcet病,海蜇皮
阴囊丝虫病,蜂蜜
妊娠合并系统性红斑狼疮,淡菜(鲜)
脊椎结核寒性脓肿穿入空腔脏器,白扁豆
围绝经期功能失调性子宫出血,螃蟹
风湿骨病,辣椒(红、尖、干)
皮肤癌,啤酒
外阴痛,白酒
耳病,鸭肉
包皮水肿,白酒
外生殖器畸形,肥膘肉
非细菌性前列腺炎,白扁豆
闭合性脑外伤,蚝豉
黏膜白斑,啤酒
脓疱性细菌疹,鸭血(白鸭)
出血性脑卒中,鸭血(白鸭)
内热,三文鱼
痔疮,白扁豆
慢性粒单核细胞白血病,田螺
恐缩症,白扁豆
腋臭,黄酒
气虚自汗,洋葱
双侧肾缺如,油豆腐
眼眶骨折,啤酒
侏儒症,海螺
胸骨骨折,白酒
小儿急性间歇性卟啉病,花生（炒）
早泄,鸭血(白鸭)
疱疹性口腔炎,腌雪里蕻
老视,啤酒
眶内海绵状血管瘤,白酒
倾倒综合征,白果（鲜）
老年急性白血病,鸡蛋黄
小儿食物中毒,白砂糖
无机盐所致的皮肤病,白酒
小儿常染色体显性小脑性共济失调,白酒
肝病,松子仁
致命性中线肉芽肿,啤酒
乳头状小汗腺腺瘤,鸭血(白鸭)
肛管癌,啤酒
症瘕,杏仁
喉息肉,咖喱
急性和亚急性硬脑膜下血肿,啤酒
布氏杆菌性关节炎,赤小豆
囊痈,啤酒
慢性化脓性中耳炎,杏仁
肠石性肠梗阻,大豆
脊柱裂和有关畸形,花生仁（炸）
肛周湿疹,鱼肉
失盐性肾炎,花生仁（炸）
单纯疱疹病毒性角膜炎,赤小豆
无菌性肋软骨炎,白酒
回盲瓣综合征,南瓜子仁
冻疮,啤酒
老年女性膀胱颈梗阻,绿豆
蚕蚀性角膜溃疡,赤小豆
肝病,白酒
血小板无力症,绿豆
小儿槭糖尿病,白砂糖
Reis-Bucklers角膜营养不良,黄酒
毛圆线虫病,螺丝菜
夜间哮喘,赤小豆
高锰酸钾中毒,啤酒
外层渗出性视网膜病变,螺丝菜
咳嗽性哮喘,鸡蛋黄
舌咽神经痛,白酒
焦油性黑变病,鸡肝
血管性血友病,杏仁
开放性脑外伤,蚝豉
矫正型大动脉错位,咸鸭蛋
蚕食性角膜溃疡,花生仁（炸）
多发性内分泌肿瘤综合征Ⅰ型,绿豆
阿米巴病肠穿孔,辣椒(红、尖、干)
痧气,沙丁鱼
小儿α1-抗胰蛋白酶缺乏症,红葡萄酒
药物性肝病,白酒
肛肠疾病,腐竹
视网膜色素上皮炎,螺丝菜
多动症,白酒
胸椎结核椎旁脓肿穿入胸腔,干腌菜
肾及输尿管重复畸形,鹿肉
系统性红斑狼疮伴发的精神障碍,蛤蜊
脑痨,杏仁
皮层性多汗症,蜂蜜
椎动脉型颈椎病,海参
宫颈外翻,干腌菜
蝎螫伤,蜂蜜
非典,海蟹
肠粘连,鸭蛋
髌骨脱位,杏仁
麻痹性肠梗阻,白酒
中性粒细胞减少症,红葡萄酒
心尖肥厚型心肌病,白酒
肱骨外上髁炎,啤酒
乳头侵蚀性腺瘤病,黄酒
妊娠高血压综合征眼底病变,啤酒
耳源性脑积水,啤酒
脑栓塞,啤酒
小儿急性胆囊炎与胆管炎,猪肚
阴道痉挛,杏仁
急性腹型-高脂血症综合征,南瓜子仁
绿脓杆菌性角膜溃疡,赤小豆
肝海绵状血管瘤,白酒
骨放线菌病,白酒
扭转痉挛,花生仁（炸）
原发性开角型青光眼,赤小豆
亚急性甲状腺炎,白扁豆
阴道嗜血杆菌性阴道炎,鹅肉
脱屑性间质肺炎,羊油
跟腱前囊炎,啤酒
萎缩性鼻炎,腐竹
肺炎链球菌性肺炎,啤酒
巨大血小板病,田螺
水杨酸类中毒,鸭血(白鸭)
男假两性畸形,鸡蛋黄
小儿毛细支气管炎,白扁豆
胆固醇肺炎,鸡蛋
婴幼儿腹泻,鸭血(白鸭)
老年性外阴萎缩,公鸡
急性脓胸,鹅肉
起搏器综合征,羊油
表皮囊肿,白砂糖
砷化氢引起的溶血性贫血,田螺
胸椎骨折,大蒜
围绝经期前后的外阴白色病变,白酒
男子乳腺发育,鸭血(白鸭)
鼓膜穿孔,鸡肝
维生素E缺乏神经病,白酒
脊髓小脑变性症,黄酒
足菌肿,河虾
外阴赘生物,辣椒(青、尖)
肾绞痛,白扁豆
先天性梅毒性肝硬化,干腌菜
脑出血,泥鳅
小肠平滑肌肉瘤,红葡萄酒
宫颈炎,河虾
胃节律紊乱综合征,白果（鲜）
直肠阴道瘘,草鱼
臂丛神经痛,杏仁
持续性枕后位、枕横位,绿豆
原发性共同性内斜视,鸭血(白鸭)
带状疱疹,干腌菜
铁利用性贫血,白酒
下背部痛,啤酒
小儿肺炎,白扁豆
皮肌炎,杏仁
小儿慢性肾小球肾炎,绿豆
妊娠合并红细胞增多症,啤酒
髓性多汗症,海蟹
房间隔缺损,啤酒
泌尿感染,白扁豆
黄杆菌肺炎,黄酒
非酒精性脂肪肝病,白酒
大肠梗阻,鹌鹑蛋
疮疡,啤酒
子宫肌瘤,河蚌
小儿关节过度活动综合征,白砂糖
眼球突出,腐竹
急性侵袭型肺曲霉病,白酒
伤寒与副伤寒,白扁豆
巴斯德菌肺炎,鹿肉
小儿视神经胶质瘤,花生（炒）
单眼双上转肌麻痹,白酒
咽旁间隙感染,鹿肉
血色病性骨关节病,啤酒
拇囊炎,猪肉(肥)
低钾血症,泥鳅
甲状腺结节,杏仁
夜惊,鸭肉
气功所致精神障碍,白扁豆
胆道癌,鸭肉
小儿室间隔完整型肺动脉闭锁,白扁豆
毛石肠梗阻综合征,白果（鲜）
白痢,黑豆
泌乳素瘤,啤酒
颈椎管狭窄症,白酒
表皮样囊肿,白扁豆
脑膜炎,猪小排（猪肋排）
钠过多,啤酒
肛乳头炎,腐竹
围绝经期前后的外阴白色病变,咸鸭蛋
酒精性心肌病,啤酒
分裂情感性精神病,鹿肉
代谢性白内障,黑豆
慢性胆管炎,咸鱼
出血性疾病,白酒
传染性红斑,赤小豆
妊娠呕吐,蜂蜜
小儿腹胀,白砂糖
透析性骨关节病,鸭血(白鸭)
乳头状汗腺腺瘤,白酒
隐睾,面肥
出血性脑卒中,鸭肉
卵巢功能缺如综合征,田螺
神经衰弱,核桃
臭汗症,虾皮
中心性软骨肉瘤,田螺
色素性痒疹,绿豆
孤独症谱系障碍,大葱
重症肌无力危象,白扁豆
动脉硬化性闭塞症,咸鸭蛋
链球菌感染,油条
急性肾小管坏死,黄酒
百日咳,海螺
登革热,猪肉皮
经行泄水,绿豆
脾梗死,羊肉(肥瘦)
宫颈白斑,白酒
旋转隐斜,赤小豆
小儿慢性胃炎,田螺
内分泌病,鸭肉
腕管综合征,白扁豆
顶叶肿瘤,鹅肉
扁平疣,赤小豆
皮肤疣,洋葱
钙化性肌腱炎,牡蛎(鲜)
面部粟粒性狼疮,啤酒
寄生虫病,鸭血(白鸭)
脑疝,白酒
过敏性皮肤病,啤酒
镰状细胞性肾病,虾米
皮样囊肿,赤小豆
膀胱葡萄状肉瘤,扇贝(鲜)
指疔,三文鱼
平底足,赤砂糖
伤寒与副伤寒,白酒
玻璃纤维引起的皮肤病,白酒
水痘,白扁豆
颅内黑色素瘤,淡菜(鲜)
人蠕形螨病,鸡肝
神经性肌强直,田螺
断指再植,腐竹
产后出血,绿豆
原发性开角型青光眼,公鸡
高泌乳素血症,绿豆
产褥中暑,咸鱼
前庭大腺炎,鲟鱼
肩峰下滑囊炎,田螺
血管内大B细胞淋巴瘤,花生仁（炸）
甲型肝炎,白果（鲜）
蛋白尿,鸭蛋
鼻石,赤小豆
色素性紫癜性苔藓样皮病,啤酒
急性胃肠炎,绿豆
强碱类中毒,白果（鲜）
口周皮炎,绿豆
小儿先天性巨结肠,白酒
前庭大腺炎,鱿鱼(鲜)
泌尿生殖系支原体感染,鸡蛋黄
卵巢功能异常综合征,白酒
精瘀证,绿豆
小儿肥胖性生殖无能综合征,螃蟹
α-贮存池病,啤酒
厥阴头痛,沙丁鱼
开合,赤小豆
智力低下,红豆沙
特发性非硬化性门脉高压综合征,啤酒
继发性铁粒幼细胞性贫血,啤酒
子宫内膜增生,杏仁
胃病,螃蟹
急性舌扁桃体炎,白扁豆
性病,鸭肉
全身性发疹性组织细胞增生症,淡菜(鲜)
睡眠型癫痫,红辣椒
其他沙门菌感染,田螺
小儿帕套综合征,啤酒
黄斑裂孔性视网膜脱离,苏打粉
紫绀-杵状指-肝病综合征,芝麻
宫颈癌,白酒
颅内动脉瘤,红葡萄酒
阴茎折断,白酒
大脑大静脉瘤,蜂蜜
肾母细胞瘤,白酒
阻塞性肺气肿,猪小排（猪肋排）
溶血过度所致贫血,杏仁
血压病,腐竹
泪腺分泌功能减退,干腌菜
老年性紫癜,咸鱼
结核性阴道炎,白扁豆
结节病性心肌病,红葡萄酒
颈椎半脱位,啤酒
肺结核瘤,香菜
咬肌间隙感染,赤小豆
小儿细菌性痢疾,咸鱼
老年人肺性脑病,田螺
营养性贫血,白酒
维生素B1缺乏症,咸鸭蛋
咽后壁憩室,赤小豆
迟发性皮肤卟啉病,鹿肉
先天性无阴道,白果（干）
低钾血症,黄酒
胫腓骨干骨折,啤酒
毛囊漏斗肿瘤,白酒
虚寒泄泻,螃蟹
视网膜母细胞瘤,鸭血(白鸭)
窦性心律失常,黑豆
十二指肠重复畸形,咸鸭蛋
颈椎椎弓裂,鹅肉
软骨发育不全,白酒
小肠下垂,腊肉（烟肉）
手足徐动症,松子仁
千足虫灼伤,干腌菜
胆囊息肉,白酒
房室管畸形,鸡腿
小儿维生素E缺乏病,花生（炒）
外伤后低颅压综合征,油条
创伤性肘关节炎,白扁豆
妊娠合并多囊肾,白酒
小儿食物变态反应,白砂糖
腹膜后肿瘤,白酒
密集恐惧症,大葱
盆底腹膜疝,白酒
小儿肾性贫血,螃蟹
泄殖腔外翻,啤酒
阴道血管肉瘤,油豆腐
艾滋病神经系统损害,咸鸭蛋
下颌后缩,赤小豆
小儿功能性消化不良,青豆
阳虚发热,沙丁鱼
天疱疮,赤小豆
原发性卵巢类癌综合征,鹅肉
中性白(粒)细胞减少症,腐竹
疖,泥鳅
低钠血症,绿豆
小儿肌阵挛性癫痫,白砂糖
肠子宫内膜异位,白酒
上呼吸道感染,猪肉皮
尿布疹,鹿肉
胃隔膜,啤酒
多发性骨髓瘤病肾病,白酒
血胸,白扁豆
老年人多器官功能衰竭,田螺
巴尔通体病,杏仁
胶质细胞瘤,白扁豆
跟腱炎,白酒
出血性输卵管炎,绿豆
百日咳,海蟹
外阴湿疹,油豆腐
脑性瘫痪,虾皮
皮脂腺囊肿,白扁豆
间质性肺炎-测试,虾仁
老年人原发性恶性高血压引起的恶性小动脉肾,鸭血(白鸭)
孢子丝菌病,赤小豆
阴茎折断,红葡萄酒
发育不良痣,啤酒
肾阳虚,田螺
雷诺综合征,鹿肉
脚气病,杏仁
小细胞肺癌,海螺
热烧伤,腐竹
先天性喉喘鸣,白扁豆
过敏性荨麻疹,白酒
淋证,绿豆
会阴疝,螃蟹
布氏杆菌红斑,花生仁（炸）
高泌乳素血症,白酒
湿疹,赤小豆
股后肌劳损,白扁豆
毛囊瘤,干腌菜
胆囊平滑肌肉瘤,白酒
软组织肉瘤,油条
白细胞葡萄糖-6-磷酸脱氢酶缺乏症,鸡肝
重度脂肪肝,海虾
大网膜囊肿,鹿肉
急性化脓性鼻窦炎,赤小豆
肺癌肝转移,辣椒(青、尖)
脚癣,白扁豆
颈腰综合征,田螺
充血性心力衰竭,赤小豆
小儿软组织肉瘤,白砂糖
关节痛,鸭蛋
围绝经期前后的外阴白色病变,干腌菜
混合结缔组织病,腐竹
耳聋,鸭心
慢性咳嗽,咸鸭蛋
复发性风湿病,白酒
唇疱疹,啤酒
腮腺混合瘤,虾皮
冻疮,白酒
结节性硬化症,白酒
血虚头痛,兔肉
小儿孤独症,花生（炒）
急性蜂窝织炎,白酒
小儿肾结核,白砂糖
流行性角结膜炎,黄酒
小儿急性播散性脑脊髓炎,白砂糖
安卡性肾炎,辣椒(红、尖、干)
阑尾肿瘤,鹿肉
会阴裂伤,鱼肉
曲霉病,江米酒
眼球突出,干腌菜
错构瘤,白酒
克雷白杆菌属感染,咸鸭蛋
产后虚羸,咸鱼
血稠,蛏子
小儿肠套叠,白酒
花翳自陷,鸡肉
间歇性眼球突出症,白酒
眶内海绵状血管瘤,绿豆
经行发热,腐竹
韧带炎,大葱
乙状结肠癌,咖啡
腺泡细胞癌,花生仁（炸）
小儿迪格奥尔格综合征,猪肚
再生障碍性贫血,啤酒
药物性肝病,啤酒
隐匿性肾小球肾炎,杏仁
心尖肥厚型心肌病,啤酒
腹股沟滑动性疝,核桃
结核性胸膜炎,腐竹
腹部大血管损伤,鹿肉
