start,end
先天性声门下狭窄,枸杞煮鸡蛋
小儿眼-耳-脊椎综合征,小米素羹
小儿抽动秽语综合征,白菜干猪肉煲排骨汤
肺疟疾病,冰糖莲子汁
肠系膜脂肪炎,清炒绿豆芽
关节炎,香炖羊肉
妊娠合并巨幼红细胞性贫血,番茄冲菜牛肉丸汤
代谢性酸中毒,绿豆海带粥
颈椎管狭窄症,蔬菜杂烩粥
小儿星形细胞瘤,草莓西瓜汁
阴虱病,大白菜饺
外伤性脑积水,番茄菠萝汁
输尿管损伤,韭菜炒鳝丝
热性荨麻疹,冬菇椰菜豆腐粉丝汤
原发性IgA肾病,牛奶麦片蜜枣粥
膈先天性缺损,阿胶麦冬粥
化脓性耳廓软骨膜炎,白果莲子粥
丝虫病,水晶藕
脑脓肿,黄瓜拌绿豆芽
老年心肌病,苦瓜瘦肉汤
水痘,薏苡仁绿豆粥
肾上腺意外瘤,木瓜胡萝卜玉米粥
复张性肺水肿,杂粮粥
小儿过敏性紫癜肾炎,雪菜肉末粥
少年性椎体骨软骨病,雪菜肉末粥
Rh血型不合溶血病,香菇白菜羹
上腔静脉综合征,甘笋菠菜豆腐汤
颞下颌关节脱位,什锦鸡蛋面
肠系膜上动脉综合征,山药红豆粥
柏-查综合征,鸡肉白薯粥
糖尿病,五谷糙米粥
失血性休克,芹菜牛肉粥
风热头痛,薄荷粥
宫颈复发癌,木耳肉片汤
妊娠合并尿石症,炝菜花
肝损伤,甘笋紫菜黄瓜芝麻汤
小儿消化性溃疡,菠萝粥
一期梅毒,芥菜番薯汤
显微镜下多血管炎,猪肉青菜粥
偏沮,牛奶花生粥
小儿淀粉样变性病,奶油白菜
膝关节脱位,白菜肉末粥
尿道结核,五谷糙米粥
慢性髓细胞白血病,锅塌鸡蛋
腮腺混合瘤,西汁素鸡腿
弥漫性外耳道炎,三文鱼蒸蛋羹
阿尔采末病,小米龙眼粥
青春前期牙周炎,桂圆栗子粥
鼻疔,菊花茶粥
烧伤感染,酱黄花菜
胎盘早剥,木瓜胡萝卜玉米粥
梅毒性葡萄膜炎,冬菇椰菜豆腐粉丝汤
放射性皮炎,核桃仁枸杞肉丁
遗传性椭圆形红细胞增多症,煎夹沙香蕉
硬斑,小麦粥
胆道运动功能障碍综合征,紫菜豆腐虾米瘦肉汤
食管裂孔疝,蔬菜杂烩粥
微小度数斜视,冰镇甜橙水
系统性红斑狼疮性关节炎,木耳红枣粥
肱骨髁间骨折,猪肝鸡蛋粥
金属引起的口腔黏膜疾病,小米素羹
小儿肺泡性蛋白沉积症,木耳芝麻茶
恐怖性焦虑障碍,紫米红枣粥
肠病性肢皮炎综合征,花生豆奶
急性呼吸衰竭,番茄羊排粥
急性肾盂肾炎,燕麦粳米粥
原发性醛固酮增多症,牛奶玉米汤
急性血源性骨髓炎,西兰花炒虾仁
油漆皮炎,猪肉枸杞汤
暴发性肝衰竭,紫菜芙蓉汤
铜绿假单胞菌感染,白菜包子
老年人食管癌,冰花鸡蛋球
风湿性舞蹈病,冬瓜粥
高睾酮血症,酸奶银耳水果羹
阿米巴结肠炎,黑芝麻果仁粥
红斑狼疮,胡萝卜粥
气单胞菌肺炎,蘑菇烧豆腐
颈椎病,川芎白芷炖鱼头
肌筋膜炎,牛奶玉米汤
急性中毒性脑炎,海带粳米粥
角膜软化症,猪肝菠菜粥
肝炎,鲈鱼粥
真菌性心包炎,卷心菜菠萝汁
酒精所致精神障碍,萝卜豆腐汤
男性乳房肥大症,黑芝麻果仁粥
舌咽神经痛,素炒茄子
原发性皮肤淀粉样变性,芦笋饺
厥证,菖蒲白术酒
巨细胞动脉炎,卷心菜菠萝汁
虫咬皮炎,黄花菜炒木耳
成人型慢性粒细胞白血病,芦笋三素
创伤性膈疝,鸡蛋面丝汤
选择性IgA缺乏症,杂粮粥
寄生虫性尿路感染,红扁豆粥
先天性少白头,荠菜黑豆粥
颅内肿瘤性出血,双菇鲫鱼汤
丛集性头痛,燕麦粳米粥
先天性睾丸发育不全,八宝莲子粥
舌咽神经损伤,黄瓜粳米粥
急性骨髓性白血病,胡萝卜苹果汁
尼曼-皮克病,三文鱼饺
阿米巴肝脓肿,阿胶糯米粥
小儿维生素D缺乏性手足搐搦症,牛奶菠菜粥
谵妄综合征,绿菜花竹笋
类固醇后脂膜炎,草莓西瓜汁
复发性溃疡,百合薏米绿豆粥
大隐静脉曲张,冬瓜鲢鱼汤
甲真菌病,木耳豆腐丁
色素性荨麻疹,白菜包子
睑缘炎,蔬菜杂烩粥
胆石性肠梗阻,煨莲子汤
老年人脑血栓形成,木瓜蛋奶汁
分离性垂直偏斜,醋溜白菜(二)
腱鞘炎,鸡肉冬菜饼
显微镜下多血管炎,雪菜肉末粥
气压伤,鲜菠菜水
肩关节不稳定,黑豆莲藕鸡汤
病理性REM睡眠,甜酸芹菜叶
下颌下隙感染,木瓜胡萝卜玉米粥
咳嗽,南瓜大麦粥
卵巢破裂,豆苗鸡肉汤
咽喉痛,山药葡萄粥
主动脉瘤,猪肝白菜汤
女性的青春期延迟,牛奶菠菜粥
左心房心律,冬菇椰菜豆腐粉丝汤
肠伤寒穿孔,首乌鸡蛋汤
胆囊-结肠肝曲粘连综合征,燕麦粳米粥
赤白游风,白菜蛋花粥
眼酸碱化学伤,生菜香菇
脉络膜炎,萝卜豆腐汤
脑水肿,香菇苦瓜
颌面部放线菌病,菠菜芹菜粥
急性化脓性脑膜炎,玉米牛奶浓汤
颈椎后脱位,豆薯小米粥
颅骨巨细胞瘤,胡萝卜汤
外向孤独症,核桃熘豆腐
药物性牙龈增生,素炒菠菜
牙周炎,芹菜包子
外伤性癫痫,南瓜团子
嗜水气单胞菌肠炎,红白豆腐羹
职业性皮肤癌,鸡蛋木耳粥
小儿肠套叠,芹菜炒香菇
枢椎齿状突骨折,清炒木耳菜
结核性胸膜炎,酱鸡蛋
心包积液,大白菜饺
巩膜炎,苋菜豆腐汤
丁型病毒性肝炎,杏仁糯米粥
髋关节前脱位,山楂牛肉干
红蝴蝶疮,桔梗甘草茶
红斑狼疮,荷叶粥
慢性淋巴细胞白血病,鲜蘑豆腐汤
前庭大腺脓肿,木耳大枣粥
股骨干骨折,清炒油麦菜
多形红斑样皮疹,芝麻小米粥
脑血栓,糯米粉粥
皮脂腺痣,瑶柱生菜白菜汤
肛周湿疹,番茄芹菜汁
脾大,黄芪牛肉粥
喉返神经损伤,鲤鱼赤豆羹
汞中毒,鲜菊白菜豆腐汤
酒胀,茯苓赤豆薏米粥
急性胃肠炎,素炒菠菜
失眠,萝卜枸杞炖鸭肝
围绝经期综合征,马齿苋粳米粥
甲状腺功能亢进性肝病,豆腐皮粥
心力衰竭,紫茄子粥
多形红斑样皮疹,凉拌菜花
躯体疾病伴发的精神障碍,拌生菜
神经性头痛,天麻炖猪脑
小儿腓骨肌萎缩症,香豆腐蛤蜊煲
小儿急性胰腺炎,丝瓜汤
痉挛性肠梗阻,炒胡萝卜
夜间哮喘,西红柿鸡肉汤
妊娠纹,阿胶鸡蛋汤
慢性阿米巴性痢疾,绿豆薏米饭
咽部硬结病,小白菜馅包子
脉络膜骨瘤,双菇番茄黄瓜紫菜汤
肾癌,紫菜豆腐肉片汤
吡唑酮类中毒,杂粮粥
小儿麻痹症,冬菇木耳瘦肉汤
心肌梗死,芸豆拌芹菜叶
放线菌病,牛奶菠菜粥
手癣,莲藕陈皮乳鸽汤
股骨头骨折,腐竹鲜蘑
瘫痪,红花黑豆鲶鱼汤
颜面部疖痈,香菇扒小白菜
小儿变应性鼻炎,苹果萝卜羊肉粥
六瘤,西红柿萝卜汤
干酪性鼻炎,百合炒西兰花
食管间质瘤,小麦粥
颠茄碱类植物药物中毒,牛奶菠菜粥
许莫氏结节,豆腐泡大豆芽发菜汤
肛瘘,绿豆粥
根尖周病,菠菜豆腐蛋花汤
妊娠合并慢性肾小球肾炎,猕猴桃西米粥
变异性红斑角化病,胡萝卜芹菜粥
小儿血管瘤血小板减少综合征,西兰花素鸡马蹄冬菇汤
小儿亚急性骨髓炎,双菇番茄黄瓜紫菜汤
混合性厌氧菌感染,菠菜粥
吞咽困难,苦杏仁粥
过敏性皮炎,冬瓜草鱼汤
输尿管异位开口,雪菜青豆韭菜豆腐汤
蟹睛,菠菜猪肝肉片汤
单侧关节突关节脱位,白菜肉末粥
癫痫性精神障碍,小米素羹
口蹄病,猪肝炒胡萝卜
小儿厌食症,胡萝卜香蕉汁
鼠疫,萝卜枸杞玉米粥
脉痹,牛奶窝蛋莲子汤
软骨粘液样纤维瘤,双菇番茄黄瓜紫菜汤
小儿肥胖,胡萝卜粥
原发性视网膜色素变性,干冬菜粥
地方性斑疹伤寒,青蒜炒猪肝
额叶肿瘤,红萝卜鲜木耳豆腐汤
淋病合并症前列腺炎,山药桂圆粥
妊娠期急性脂肪肝,草莓菠菜汁
小儿脾外伤,扁豆小米粥
肝海绵状血管瘤,鲜菇小米粥
运动诱发哮喘,胡萝卜牛肉水饺
钩虫病,玉米肥牛
先天性红细胞生成异常性贫血,清炒绿豆芽
扁平苔癣,红枣银耳粥
内伤发热,牛奶大枣汤
心性猝死综合征,百果鸡粥
发育性骨盆异常,豆腐番茄鱼片牛肉汤
盖氏骨折,芝麻蜂蜜粥
毛囊漏斗肿瘤,卷心菜菠萝汁
单纯红细胞再障性贫血,枣桃粥
结胸证,番茄柠檬汁
肌肉萎缩,豆芽炖猪排骨
急性盆腔炎,鳕鱼拌腐皮丝
白塞病,豆苗鸡肉汤
外耳湿疹,栗子鸡翅
肠气囊肿,鸡肉蛋花汤
血稠,大蒜糯米粥
颅咽管瘤,青菜饭
传染性单核细胞增多症,香菜鸡蛋羹
小儿肺不张,花生豆奶
老年人低血糖昏迷,扁豆糕
腺泡状软组织肉瘤,罗汉果金银菜柿饼汤
颈椎间盘突出症,牛奶杏仁粥
眼烧伤,清汤白菜卷
结肠炎,双皮鲫鱼
胸椎结核椎旁脓肿穿入胸腔,排骨柴鱼汤
咽旁间隙感染,腰果西兰花
蓐劳,土豆粥
类鼻疽,香菇扒小白菜
内伤发热,蘑菇炒芦笋
汽油中毒,白菜包子
先天性支气管囊肿,白菜肉末粥
蛋白尿,芝麻小米粥
直肠炎,烧排骨
胫骨内髁骨软骨病,鸡肉虾仁炒面
肠球菌肺炎,西式牛奶粥
厥证,莲子龙眼汤
帕金森病,炒豆腐脑
脑膨出和脑脊膜膨出,菠菜豆腐汤
垂体瘤,蘑菇瘦肉汤
小儿慢性骨髓炎,黑豆蛋粥
外伤性硬脑膜下积液,酿冬瓜
结肠癌,鱼香油菜心
脑神经损伤,枸杞玉米羹
跟骨骨髓炎,核桃芡实粥
鳃裂瘘管,鸡蛋面
急性颌下腺炎,皮蛋瘦肉粥
先天性腹壁肌肉发育不良,芹菜炒鸡蛋
滴虫性包皮龟头炎,菠菜双蛋羹
汗管瘤,萝卜豆腐汤
痞满,莴苣竹笋
股癣,香炒胡萝卜
结节性痒疹,蘑菇木耳西兰花腐竹汤
非特异性系统性坏死性小血管炎,木耳豆腐丁
气管肿瘤,清润白菜鱼片汤
弥漫性空回肠溃疡,双菇番茄黄瓜紫菜汤
静脉曲张,川草鱼
强酸、强碱中毒,西米苹果粥
获得性血友病,蚝油菜鸽
胆道癌,豆薯小米粥
海绵体血管瘤,清炖木耳香菇
巴特综合征,鸡丝玉米粥
低血糖,雪梨莲藕汁
水母皮炎,香菇油菜
类固醇肌病,牛奶菠菜粥
男性生殖腺机能减退症,清汤鲍鱼
全身性特发性毛细血管扩张症,小白菜拌海苔
溶血过度所致贫血,虫草人参炖乌鸡
小儿播散性脂肪肉芽肿综合征,萝卜生菜汤
关节扭伤,牛肉青豆粥
垂体性矮小病,鸭心燕窝汤
外伤后头痛,芹菜牛肉粥
胸椎病,鲜蘑豆腐汤
外阴接触性皮炎,海带瘦肉粥
立氏立克次体斑疹热,海带粳米粥
带状疱疹病毒性巩膜炎,金银花黄瓜肉片汤
杀虫脒中毒,豆薯小米粥
鼻疔,荔枝粥
慢性化脓性骨髓炎,香菇炒菜花
腰椎病,草鱼豆腐
安卡性肾炎,山药薏米粥
多发性骨髓瘤病肾病,金针菇炖鸡
慢性上颌窦炎,豆沙晶饼
肺炎杆菌肺炎,番茄牛肉
左心发育不良,猕猴桃西芹汁
阴道恶性肿瘤,桂圆莲子羹
显微型多血管炎,素炒圆白菜
梅尼埃病,卷心菜菠萝汁
神经胶质瘤,白菜虾仁面汤
颅内动脉瘤,黄瓜粳米粥
甲营养不良,南瓜排骨汤
急性单纯疱疹病毒性脑炎,小麦粥
弥漫性恶性间皮瘤,冬瓜草鱼汤
创伤性关节炎,苜蓿粥
乳头的乳头状瘤,紫菜鸡蛋汤
过敏性肺炎,大白菜饺
肛周肿瘤,荞麦粥
踝关节软骨损伤,牛奶麦片粥
尿道损伤,猪肉臊子面
鼠疫,冬瓜玉米面粥
旅游者腹泻,鲜菇炒菜花
药物过敏性口炎,小麦粥
急性感染性心内膜炎,炒菊花菜
子宫腺肌病,乌梅糕
汗孔角化病,绿豆竹叶粥
恶性黑素瘤,胡萝卜汤
腹膜后肿瘤,菠菜豆腐汤
维生素B6依赖综合征,素炒小白菜
睾丸炎,五丝白菜卷
小儿肥胖症,冬笋鸡片
小肠扭转,补血益肠白瓜鱼尾汤
枢椎齿状突骨折,空心菜排骨汤
焦虑症,玫瑰花烤羊心
许莫氏结节,小米红枣粥
胃溃疡性穿孔,三文鱼蒸蛋羹
异位性皮炎,冬笋香菇烧白菜
胸主动脉夹层动脉瘤,珊瑚白菜
斑状白化病,核桃芡实粥
急性单纯性咽炎,紫菜饭卷
脊髓小脑变性症,花生杏仁粥
一期梅毒,胡萝卜香蕉汁
肺热,百合炖雪梨
小儿病毒性心肌炎,山药粉苡米粥
臁疮,豆豉鲮鱼油麦菜
小儿肺出血-肾炎综合征,燕窝鸽蛋汤
膀胱与尿道结石,南瓜饭豇豆粥
播散性黄瘤伴尿崩症,荸荠粥
开放性骨折,山药芡实瘦肉粥
尿失禁,核桃栗子羹
眩晕症,菊花核桃粥
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征,杂粮粥
异位胰腺,荠菜鸡蛋汤
虫咬皮炎,猕猴桃西芹汁
老年人低血压,鸡肉白薯粥
白细胞减少症,牛奶窝蛋莲子汤
呃逆,瑶柱生菜白菜汤
虫臌,清润白菜鱼片汤
急性失血所致贫血,鲫鱼羹
阴虱病,鸡茸大白菜心
肝炎,粉蒸鲫鱼
重症肌无力危象,豆腐番茄鱼片牛肉汤
疥疮,清拌苦瓜丝
溢乳闭经综合征,杂粮粥
丙酮酸激酶缺乏症,鸡蛋银耳羹
泌尿感染,猪蹄粥
上腔静脉综合征,南瓜大麦粥
搏动性眼球突出症,胡萝卜炒肉丝粉
病理性骨折,丝瓜豆腐瘦肉汤
脑缺血性疾病,香菇扒小白菜
言语障碍,沙丁鱼煲
叶酸缺乏所致贫血,杂粮粥
先天性颈椎齿状突畸形,鱼头炖豆腐
肺原发性结核性复征,肉炖芸豆粉条
肝囊肿,炝西兰花
难辨芽胞杆菌肠炎,小米素羹
急性化脓性胆管炎,素熘菜花
婴儿脐疝,西瓜汁
先天性主动脉瓣下狭窄,黄瓜拌绿豆芽
维生素D中毒症,小麦粥
肺出血－肾炎综合征,拌肚丝白菜
局限性胸膜间皮瘤,皮蛋芦笋汤
高颅压性脑积水,冰糖绿豆苋菜粥
遗传性出血性毛细血管扩张症,卷心菜菠萝汁
试管婴儿,菠菜肉丝汤面
原发性开角型青光眼,玉米牛奶浓汤
小儿烟酸缺乏病,木瓜鲜奶饮
肠系膜囊肿,黄瓜拌豆腐丝
柏哲病,金银花粥
虚寒泄泻,红烧酿草鱼
肋间神经痛,赤小豆山药粥
经行头痛,香炒胡萝卜
肝肾综合征,山药葡萄粥
聚星障,莲子桂圆汤
淋巴癌,鸡肉白薯粥
青少年及小儿阴道肉瘤,木耳烧黄花鱼
功血,羊肉温补汤
荨麻疹型药疹,鲈鱼粥
髌股关节疼痛,香菇茯苓粥
肉瘤,紫菜芙蓉汤
远视,西芹油菜牛奶汁
嗜酸性粒细胞白血病,草莓沙拉拌生菜
小儿急性阑尾炎,香菇扒白菜
感冒,香椿芽粥
窦性心律失常,鸡腿菇炖笋
慢性乳腺炎,番茄马蹄(2)
色斑,牛奶玉米汤
玫瑰糠疹,黑芝麻红枣粥
急性附件炎,培根蜜枣粥
肾皮质脓肿,香卤鹌鹑蛋
分裂情感性精神病,鲜蘑豆腐汤
绝经与心血管疾病,牛奶绿菜花
非霍乱弧菌感染,人参大枣粥
包涵体性结膜炎,茉莉花茶鸡片汤
肾母细胞瘤,豆腐番茄鱼片牛肉汤
血管肉瘤,罗汉果金银菜柿饼汤
小儿大肠杆菌肠炎,牛奶菠菜粥
小儿尿路感染,蘑菇冬瓜汤
气管前间隙感染,素炒圆白菜
复合型酸碱失衡,萝卜豆腐汤
春季性结膜炎,雪菜胡萝卜
乳房肿块,核桃肉粉
弱智,花生山药粥
臀位难产,土豆泥牛奶粥
小儿肺炎,党参百合粥
挛痹,薏米莲子粥
臀肌挛缩症,玉米火腿粥
多系统萎缩,菠菜豆腐汤
Morton跖头痛,冬菇椰菜豆腐粉丝汤
切口疝,腰果拌西芹
腹水,土豆莲藕汁
肠道感染后反应性关节炎,南瓜饭豇豆粥
人格障碍,苹果沙拉
颈椎黄韧带骨化症,蔬菜杂烩粥
平滑肌肉瘤,芦笋扒冬瓜
前斜角肌综合征,黄瓜拌绿豆芽
淋巴管瘤,双菇番茄黄瓜紫菜汤
手指屈肌腱鞘炎,冬瓜草鱼汤
限制型心肌病,鸭架栗子白菜汤
腓骨近端骨折,白菜猪肉水饺
胃肠道癌,山药薏米粥
回乳,鸭肝浓香粥
骨囊肿,海参鸭肉汤
鼻咽血管纤维瘤,冬菇椰菜豆腐粉丝汤
糖尿病性周围神经病,芹菜牛肉粥
细菌性肝脓肿,五丝白菜卷
老年人脑血栓形成,茭白肉丝面
肱骨髁间骨折,银耳炖鸽蛋
小儿磷酸酶过少症,小米素羹
纵隔肿瘤,小米枣仁粥
鼻窦粘液囊肿,核桃芡实粥
奈瑟卡他球菌肺炎,蘑菇肉丁包
食管梅毒,紫菜芙蓉汤
臀位难产,花生牛奶炖银耳
人格障碍,鸡蛋炒面
上干型胸廓出口综合征,小米红糖粥
膀胱尿道异物,鲈鱼粥
手干裂,豌豆瘦肉粥
滑膜肉瘤,豆泡油菜
先天性纯红细胞再生障碍性贫血,雪菜牛肉粥
脱发性毛囊炎,素炒圆白菜
盲肠旁疝,罗汉果金银菜柿饼汤
痛风,红烧鳝鱼段
原发性共同性内斜视,芹菜炒鸡蛋
白喉性心肌炎,小麦粥
创伤性窒息,花生杏仁粥
男性更年期综合症,燕麦粳米粥
小儿脑干胶质瘤,绿豆海带粥
颞下颌关节强直,茄香牛肉刀削面
三焦咳,雪梨百合冰糖饮
老年人甲状腺功能低下,菠菜豆腐汤
肠伤寒穿孔,百合鸡蛋黄汤
常染色体隐性遗传性脑动脉病伴白质脑病,燕麦粳米粥
气管、支气管狭窄,拌肚丝白菜
杀鼠剂中毒,鹌鹑蛋小米羹
口腔病,玫瑰鸡蛋
腰部峡部崩裂和脊椎滑脱,紫菜汆鱼
脊神经根炎,青豆虾仁包
风湿骨病,牛奶菠菜粥
小儿慢性硬膜下血肿,白萝卜浓汤
孤独症谱系障碍,山药饺
肥厚型心肌病,番茄炒牛肉
月状骨骨软骨病,白菜猪肉水饺
锌缺乏病,花生豆奶
特发性嗜酸性粒细胞增多综合征,花豆腐生菜瘦肉汤
小儿屏气发作,牛奶蛋花粥
复发性疱疹,菜肉馄饨
关节扭伤,清蒸带鱼
前庭大腺囊肿,山药茯苓包子
有机磷农药中毒,牛奶玉米汤
便秘性结肠炎,糯米粥
第一掌骨基部骨折,牛奶冬瓜
桡骨远端骨骺分离,鸡蛋煎茄子
肾移植,山药炖鲤鱼
垂体瘤,西兰花素鸡马蹄冬菇汤
上颌前突,赤小豆鲤鱼粥
脑干胶质瘤,黑木耳枣豆羹
产后伤食,燕麦粳米粥
肱骨内髁骨折,黑芝麻红枣粥
乙型病毒性肝炎,青菜饭
复发性风湿病,小米鹌鹑汤
结直肠损伤,牛奶菠菜粥
麻痹性痴呆,什菜面
甲状腺功能正常的甲状腺肿大,鸡肉白薯粥
强迫症,蘑菇炒绿豆芽
尺骨上1/3骨折合并桡骨头脱位,木耳豆腐丁
腹股沟斜疝,红枣黑豆炖鲤鱼
隐翅虫皮炎,鸡火白菜汤
小儿急性胃炎,鱼香油菜心
中老年男子部分性雄激素缺乏综合征,番茄炒牛肉
偏执性精神障碍,香蕉葡萄粥
小儿扁脸关节脱位足异常综合征,鸡蛋豆腐汤
空洞型肺结核,川贝酿梨
前纵韧带骨化症,素炒圆白菜
小脑萎缩,玉米粉燕麦粥
痴呆,红枣黑豆炖鲤鱼
皮脂囊肿病,小麦粥
成人多囊肾,凉拌木耳菜
丘疹性血管增生,白干炒菠菜
椎管内结核肉芽肿,冬菇椰菜豆腐粉丝汤
鼻咽血管纤维瘤,菠菜豆腐汤
桡骨颈骨折,清炒绿豆芽
骨结核,菠菜豆腐汤
双向性室性心动过速,牛奶菠菜粥
胎膜早破,牡蛎肉末粥
结、直肠黑变病,黄瓜片汤
妊娠期甲状腺功能亢进,羊肝萝卜粥
β受体亢进症,草菇煮豆腐
骨化性肌炎,黑米粥
代偿性多汗症,山药粥
肾病,素炒菠菜
分泌过多性青光眼,清炒荷兰豆
女性尿道癌,马兰头拌豆腐
外耳道真菌病,清润白菜鱼片汤
男性不育症,黑芝麻果仁粥
听力障碍,菜花泥子汤
肿瘤性息肉,山药红枣羹
结核性膀胱挛缩,香炒胡萝卜
腹痛,菠菜绿豆芽
血吸虫病与肝胆疾病,奶油圆白菜
外伤性白内障,番茄橘子汁
黑热病,竹笋沙拉
情感障碍,苹果沙拉
小儿急进性肾小球肾炎,苹果粥
布鲁菌病,鲜百合冬菇西兰花汤
巨细胞病毒性肺炎,清田鸡腿
干燥性角结膜炎,胡萝卜粥
动脉瘤,鲜蘑菇豆腐汤
产后泌尿道感染,冬瓜粥
缺血性多形性室性心动过速,牛奶玉米汤
乳腺结核,白菜清汤
牙列拥挤,菠菜双蛋羹
血栓性静脉炎,花豆腐生菜瘦肉汤
慢性筛窦炎,苹果生菜酸奶汁
急性硬脑膜外血肿,蔬菜杂烩粥
脐尿管囊肿,牛奶蒸蛋
三期梅毒,黄瓜饺
间质性膀胱炎,西瓜炒蛋
硫化氢中毒,豆薯小米粥
肛门直肠周围脓肿,桑葚红枣汁
急性粒细胞性白血病,白菜包子
老年人肺结核病,绿豆南瓜汤
急性虹膜睫状体炎,酸枣仁粥
慢性肥厚性鼻炎,肉末梨花豆腐汤
耳鸣,乌药羊肉汤
脉络膜骨瘤,番茄皮蛋菜汤
面颈部毛囊性红斑黑变病,鱼肉夹火腿
手干裂,海带瘦肉粥
非特异性尿道炎,萝卜枸杞玉米粥
特发性室性心动过速,莲子桂圆煨猪肉
截瘫,西式牛奶粥
膀胱嗜铬细胞瘤,枸杞煮鸡蛋
老年人类风湿性关节炎,凉拌海蜇皮
老年人食管癌,芹菜炒鸡蛋
儿童学习能力障碍,万寿果煲生鱼汤
小儿充血性心力衰竭,香菇白菜羹
毛盘瘤,双菇番茄黄瓜紫菜汤
类固醇肌病,黄花菜炒黄瓜
髓性多汗症,紫菜芙蓉汤
急性脓胸,小麦粥
小儿厌食症,胡萝卜干贝羹
小儿获得性免疫缺陷综合征肾病,生滚鲜贝粥
上肢深静脉血栓形成,双皮鲫鱼
藏毛囊肿,白菜蛋花粥
稳定型心绞痛,青菜饭
苔藓样结核疹,牛奶菠菜粥
无机磷中毒,小米鹌鹑汤
颅内低压综合征,山药芡实粥
头皮血肿,芦笋饺
原发性下肢深静脉瓣膜关闭不全,香菇炒菜花
颅内静脉窦闭塞性颅高压,黄瓜拌绿豆芽
毛囊皮脂腺囊性错构瘤,青菜饭
支气管哮喘,薏仁鸭肉煲
小儿食物变态反应,酿冬瓜
脾虚泄泻,香拌菜花
先天性肿瘤,清汤香菇甲鱼
疣状表皮发育不良,芝麻油菜
阴虚发热,豆薯小米粥
酒精性肝病,芝麻蒜苔
脾-肝综合征,猪肝粥
急性血源性骨髓炎,燕麦粳米粥
近视,炒胡萝卜
肩周炎,厚菇芥菜
精囊囊肿,红扁豆粥
前纵韧带骨化症,番茄菜花
骨神经鞘瘤,豆腐紫菜兔肉汤
膀胱癌,萝卜粳米粥
丘疹紫癜性手套和短袜样综合征,黄瓜木耳汤
阵发性室上性心动过速,荷叶粥
淋巴管肉瘤,菠菜双蛋羹
高眼压症,卷心菜菠萝汁
花翳自陷,赤小豆山药粥
心肌梗塞并发心室间隔穿破,牛奶蛋花粥
腋臭,凉拌海米芹菜
急性假膜型念珠菌口炎,烧肉蛋包饭
脐尿管囊肿及脐尿管瘘,海带焖鲫鱼
骨巨细胞瘤,丝瓜猪肉汤
骨血管内皮细胞瘤,珍珠笋番茄蘑菇汤
毒蕈中毒,绿豆冬瓜汤
急性腹型-高脂血症综合征,芝麻小米粥
原卟啉病,胡萝卜香蕉汁
结核性巩膜炎,白萝卜浓汤
小儿纯红细胞再生障碍性贫血,山药桂圆粥
小儿先天性高氨血症,萝卜生菜汤
跗骨与周围关节结核,白萝卜浓汤
外耳道炎,桂圆草莓炒山药
小儿先天性红细胞生成异常性贫血,牛肉萝卜白米粥
表演型人格障碍,培根白菜粥
尿道上裂,牛奶玉米汤
牙外伤,香干炒芹菜
癌性神经肌病,银耳百合粥
低氯性碱中毒,海带柠檬汁
室性心律失常,芹菜粥
衣原体淋巴肉芽肿,油豆腐油菜
器械性食管损伤,菠菜双蛋羹
慢性劳损性腰背痛,包心菜猪肉粥
痧气,炒芹菜
肾前性肾功能衰竭,小米蛋奶粥
膀胱与尿道结石,炒牛肝
脑蛛网膜下腔出血,荠菜豆腐羹
小儿维生素E缺乏病,小麦粥
慢性单纯性咽炎,大蒜黄萝卜生菜清汤
成人腹股沟斜疝,桂圆阿胶红枣粥
手足皲裂,鲤鱼阿胶粥
动脉阻塞或狭窄视网膜病变,紫菜黄瓜汤
磨牙,猪肝鸡蛋粥
大咯血,猪肝菠菜粥
急性尿道炎,牛奶菠菜粥
多形红斑样皮疹,小米素羹
输入袢综合征,三色白菜卷
吸入性损伤,豆薯小米粥
肠系膜上动脉栓塞,荞麦粥
胰腺癌,芋头咸粥
肝胃不和,鸭肉冬瓜海参汤
外阴腺鳞癌,菠菜豆腐汤
脑血管硬化,番茄菠萝汁
小儿软骨发育不全,炒胡萝卜
阴茎折断,板栗豆腐饼
脑动脉硬化症,百合绿豆汤
颅内脂肪瘤,紫菜蛋花汤
搏动性眼球突出症,炒胡萝卜
原发性纵隔肿瘤,牛奶玉米汤
第1跖趾骨关节炎,海米浇菜花
百日咳,罗汉果雪耳鸡汤
乳溢,鲤鱼粥
睡眠型癫痫,油豆腐油菜
雷头风,苹果
帕金森病,薏米豆腐羹
肺结核瘤,鸡丝豌豆汤
寄生虫病,炝西兰花
慢性创伤性滑囊炎,冬菇椰菜豆腐粉丝汤
肠道蛔虫,豆皮饭
眼球突出,卷心菜菠萝汁
传导性耳聋,黑木耳芹菜粥
风湿性二尖瓣狭窄,淡菜板豆腐白菜汤
先天性主动脉瓣下狭窄,薏米扁豆老黄瓜汤
泌尿生殖系棘球蚴病,葱油苦瓜
晕动病,小米素羹
溃疡病出血,花豆腐生菜瘦肉汤
流感嗜血杆菌脑膜炎,卷心菜菠萝汁
结肠癌,菠菜汤
红细胞生成性卟啉病,西式牛奶粥
膀胱腺癌,炖五香牛肉
老年人睡眠障碍,大白菜饺
肱骨髁间骨折,鸡肉蛋花汤
