start,end
脊椎骨髓炎,盐酸左氧氟沙星胶囊
虹膜睫状体炎,氯替泼诺混悬滴眼液
桡骨小头骨骺分离,骨松宝胶囊
下背部痛,腺苷钴胺片
维生素A缺乏病,维生素AD滴剂
慢性荨麻疹,氯雷他定胶囊
老年人胆石症,利胆排石片
晕动病,风油精
慢性咳嗽,阿奇霉素胶囊
尾痛症,布洛芬片
青少年癫痫,丙戊酸镁片
发芽马铃薯中毒,布美他尼片
多骨纤维发育不良,骨肽片
红癣,氯化氨基汞软膏
肿胀,肾康宁片
雷诺综合征,盐酸丁咯地尔片
泌尿道肿瘤皮肤转移,氟尿嘧啶注射液
暴泻,小儿喜食糖浆
汗孔周围炎及多发性汗腺脓肿,玉屏风口服液
跟腱后滑囊炎,布洛芬片
急性细菌性前列腺炎,4:1分散片
细菌性角膜炎,诺氟沙星滴眼液
坏死性外耳道炎,头孢氨苄胶囊
神经内分泌肿瘤,氟尿嘧啶氯化钠注射液
胁痛,茵芪肝复颗粒
细菌性皮肤病,硝酸咪康唑乳膏
小儿过敏性紫瘢,复方芦丁片
急性肠系膜上动脉栓塞或血栓形成,阿司匹林肠溶片
懒惰白细胞综合征,羟基脲片
二期梅毒,盐酸多西环素片
遗尿症,盐酸丙米嗪片
肠道传染病,盐酸左氧氟沙星胶囊
先天性桡骨缺如,双氯芬酸钠缓释胶囊
经行泄水,妇康片
口腔菜花状乳头瘤病,注射用盐酸平阳霉素
三期梅毒,依托红霉素片
胃肠道癌,胃复春片
特发性胃肠道嗜酸性细胞浸润综合征,调元大补二十五味汤散
老年人高脂血症,甘露六烟酯片
足穿通性损害,独一味颗粒
子宫内膜炎,妇科止带胶囊
耻骨炎,妇炎康复胶囊
小儿窦性心律失常,烟酰胺注射液
平滑肌肉瘤,依托泊苷软胶囊
溃疡性结肠炎,地塞米松片
手外伤,复方三七胶囊
老年人腔隙性脑梗死,曲克芦丁片
脊髓亚急性联合变性,巴氯芬片
老年人高渗性非酮症糖尿病昏迷,胰岛素注射液
腕舟状骨骨折,8-11
小儿硬化性胆管炎,黄柏胶囊
斑疹伤寒立克次体肺炎,司帕沙星分散片
食管压迫型颈椎病,抗骨增生片
胎肥,地塞米松磷酸钠注射液
肺癌,西黄丸
髂骨致密性骨炎,盐酸环丙沙星片
女性癫痫,奥卡西平片
原发性腮腺淋巴瘤,复方阿胶补血膏
高血压性脑出血,芦丁片
小儿继发性腹膜炎,盐酸克林霉素棕榈酸酯颗粒
心肌梗塞并发二尖瓣关闭不全,双嘧达莫片
颈肋,骨刺胶囊
眼肌麻痹性偏头痛,对乙酰氨基酚缓释片
腹部创伤,曲匹布通片
腹内疝,济生橘核丸
肾周围炎,结石通茶
中毒性白内障,吡诺克辛滴眼液
己糖激酶缺乏症,桂龙药膏
大肠癌,消癌平糖浆
颈肋综合征,骨刺片
阿尔采末病,注射用奥拉西坦
小儿巴特综合征,氯化钾片
丘疹紫癜性手套和短袜样综合征,维A酸乳膏
出血性膀胱炎,妇科分清丸
产后血瘀,阿胶益寿口服液
阴茎癌,顺铂注射液
小儿乳糜泻,健胃固肠散
急性咽炎,阿奇霉素片
成人型慢性粒细胞白血病,倍他米松片
过敏性阴道炎,参茸卫生丸
手指撕脱性骨折,骨肽片
顽痹,骨肽片
跟腱前囊炎,关节克痹丸
非淋性前列腺炎,前列泰胶囊
胆结石,黄柏胶囊
藏毛性疾病,灭菌结晶磺胺
小儿腹胀,小儿止泻安颗粒
微小病变型肾病,氢氯噻嗪片
维生素B6依赖综合征,复方赖氨酸颗粒
支气管结石症,盐酸克林霉素棕榈酸酯分散片
系统性红斑狼疮,九味益脑颗粒
症状性癫痫综合征,丙戊酸钠缓释片
晕厥,当归片
中叶综合征,阿奇霉素分散片
头皮及颅骨烧伤,乳酸左氧氟沙星氯化钠注射液
嗜酸性脓疱性毛囊炎,阿奇霉素片
宫寒,抗宫炎片
骨坏死,通络生骨胶囊
干酪性鼻窦炎,盐酸头孢他美酯片
缺铁性贫血,多维铁口服溶液
寻常痤疮,美诺平颗粒
胃炎,越鞠保和丸
痧子,桔梗八味颗粒
肾结核,异烟肼片
肛周脓肿,左氧氟沙星片
链球菌坏死,盐酸环丙沙星片
颅内生殖细胞瘤,注射用盐酸尼莫司汀
复发性多发性软骨炎伴发的葡萄膜炎,双氯芬酸钠滴眼液
产后伤食,枸橼酸莫沙必利分散片
膀胱炎,磷霉素氨丁三醇散
平滑肌肉瘤,依托泊苷注射液
纤维肌痛综合症,麝香狗皮膏
原发性直立性低血压,天王补心丸
胃肠道功能紊乱,甲氧氯普胺片
有头疽,乳酸左氧氟沙星片
肛窦炎,盐酸左氧氟沙星片
老年人骨关节炎,氧氟沙星片
十字韧带损伤,红药片
肺泡癌,消癌平胶囊
椎管内结核肉芽肿,异烟肼片
胃切除后吸收不良综合征,鸦胆子油软胶囊
全身性念珠菌病,硝酸益康唑溶液
胆囊平滑肌肉瘤,消癌平片
小儿急进性肾小球肾炎,注射用青霉素钠
髌腱断裂,生三七散
传导性耳鸣,愈风宁心片
睾丸畸胎瘤,顺铂注射液
铁利用性贫血,多维铁口服溶液
痰浊眩晕,阿胶
中毒性弱视,卵磷脂片
高血脂,甘露六烟酯片
迷路炎,阿莫西林颗粒
耳疖,头孢氨苄胶囊
药物性呼吸衰竭,注射用盐酸多沙普仑
食管类癌,氟尿嘧啶植入剂
马尔堡病毒病,芦丁片
老年人前列腺癌,结合雌激素片
神经衰弱,枣仁安神颗粒
伤寒,诺氟沙星片
支气管肺炎,养阴清肺口服液
阴囊潮湿,转移因子注射液
小儿迪格奥尔格综合征,脾氨肽口服冻干粉
膝外侧韧带损伤,麝香壮骨膏
网状细胞肉瘤,强力康颗粒
龟头炎,马来酸氯苯那敏片
暴发性肝炎样综合征,拉米夫定胶囊
化脓性指头炎,乙酰螺旋霉素片
弗郎西丝菌肺炎,注射用头孢唑林钠
三痹,青霉素V钾胶囊
吸入性损伤,盐酸多沙普仑注射液
弥漫性食管痉挛,颠茄口腔崩解片
巴顿骨折,八味秦皮丸
下尺桡关节脱位,舒筋活血胶囊
肛管癌,复方氟尿嘧啶口服溶液
青春期功能失调性子宫出血,断血流分散片
痰湿阻肺,乳酸左氧氟沙星片
小儿血管免疫母细胞淋巴结病,天蚕片
髋关节前脱位,盐酸氨基葡萄糖胶囊
胆石症,胆宁片
阿尔茨海默病,银杏叶提取物片
盆腔充血综合征,炔诺酮片
肾异位血管及副血管,肾炎四味胶囊
单纯性乳腺增生症,乳块消颗粒
外阴疖病,盐酸左氧氟沙星分散片
小儿散发性甲状腺肿,左甲状腺素钠片
化脓性葡萄膜炎,环孢素软胶囊
急性肾功能衰竭,甘露醇注射液
致死性家族性失眠症,五加参颗粒
桡骨颈骨折和桡骨头骨骺分离,伤科跌打片
安卡性肾炎,呋塞米片
癫狂病,苯妥英钠片
眼睑带状疱疹,红霉素眼膏
食积胃病,胃灵颗粒
过敏性紫癜,氨肽素片
外阴脂肪瘤,复方黄松洗液
心脏转移瘤,苦参碱氯化钠注射液
鹦鹉热衣原体肺炎,四环素片
肉痹,醋酸可的松注射液
屈光参差,近视乐眼药水
白血病肾损害,醋酸地塞米松片
肺转移瘤,转移因子口服溶液
慢性鼻炎,通窍鼻炎片
痤疮,克林霉素磷酸酯凝胶
落叶型天疱疮,制剂中间体
妊娠合并再生障碍性贫血,再造生血片
咽喉炎,头孢呋辛酯干混悬剂
硬化型骨髓炎,八味秦皮丸
尿道憩室,排石颗粒
创伤性关节炎,骨刺消痛胶囊
风热感冒,牛磺酸颗粒
胰痈,TP-MCT
胸部阿米巴病,甲硝唑片
老年人肾癌,醋酸甲羟孕酮分散片
副神经损伤,盐酸乙哌立松颗粒
子宫内膜薄,妇科止带胶囊
良性葡萄胎,氟尿嘧啶氯化钠注射液
阴囊癌,注射用环磷酰胺
外阴疣状黄瘤,注射用盐酸平阳霉素
尾蚴性皮炎,头孢拉定分散片
白秃疮,胱氨酸片
乳痨,乳核散结片
心尖肥厚型心肌病,盐酸地尔硫
寄生虫妄想,盐酸舍曲林片
黄韧带骨化症,骨刺胶囊
胆道张力低下综合征,诺氟沙星片
疰夏,六合定中丸
脑血栓,阿司匹林肠溶片
老年人高血压危象,清脑降压胶囊
诺卡菌病,乳酸左氧氟沙星片
蜂螫伤,盐酸苯海拉明片
风寒头痛,盐酸可乐定片
大肠癌,甘露聚糖肽胶囊
肺癌皮肤转移,鹤蟾片
肺炎衣原体感染,四环素片
掌侧化脓性腱鞘炎、滑囊炎和深间隙感染,阿西美辛缓释胶囊
非炎性单纯性突眼,抑亢丸
新生儿晚期代谢性酸中毒,盐酸甲氯芬酯胶囊
反分化软骨肉瘤,复方环磷酰胺片
肝血虚证,呋塞米片
恶性血管内皮细胞瘤,鱼肝油酸钠注射液
羌虫病,氯霉素片
低钙血症,复方碳酸钙颗粒
卵黄状黄斑营养不良,消结安口服液
营养障碍性多发性神经病,藿阳补肾胶囊
干槽症,复方金银花颗粒
遗传性乳腺癌-卵巢癌综合征,醋酸甲地孕酮分散片
结肠类癌,消癌平片
新生儿休克,生脉注射液
小儿假膜性肠炎,蜡样芽孢杆菌活菌胶囊
大脑萎缩,参志胶囊
恐惧症,盐酸氯米帕明片
膝关节韧带损伤,吲哚美辛肠溶片
妊娠合并哮喘,复方菠萝蛋白酶肠溶片
透明细胞棘皮瘤,氟尿嘧啶注射液
记忆障碍,复方吡拉西坦脑蛋白水解物片
血瘀体质,参茸卫生丸
外伤相关性青光眼,石斛夜光丸
血热崩漏,独一味软胶囊
血清病和血清病样反应,盐酸赛庚啶片
腘肌肌腱炎,IV
急性宫颈炎,罗红霉素胶囊
肩-手综合征,灵仙跌打片
颞叶肿瘤,强力康颗粒
急性酒中毒,乙酰谷酰胺注射液
眼眶脑膜瘤,苦参碱氯化钠注射液
脆甲症,维生素AD软胶囊
小儿功能性消化不良,大山楂颗粒
前列腺囊肿,前列舒乐软胶囊
脂溢性角化病,尿素软膏
急性冠脉综合征,灯盏花素片
老年人分水岭脑梗死,血塞通软胶囊
小儿慢性胰腺炎,短肽型肠内营养剂
肱骨髁上骨折,复方三七胶囊
痈,阿奇霉素片
前列腺结石,金甲排石胶囊
疖与疖病,阿奇霉素分散片
腹型偏头痛综合征,元胡止痛胶囊
女性尿瘘,盐酸米多君片
小儿肝豆状核变性,二巯丁二酸胶囊
晶状体蛋白过敏性青光眼,马来酸噻吗洛尔滴眼液
新生儿肝炎,龙胆泻肝丸
食管良性肿瘤,消癌平口服液
副乳乳腺癌,转移因子口服溶液
老年人阳性杆菌肺炎,依托红霉素片
脊椎骨质增生,藤黄健骨丸
浆细胞白血病,醋酸泼尼松龙片
皮肤病,氯雷他定糖浆
老年人糖尿病酮症酸中毒,复方碳酸氢钠片
胞内分枝杆菌感染,诺氟沙星胶囊
蝶窦炎,阿奇霉素片
非溃疡消化不良,维生素BT片
弓形体脑病,乙酰螺旋霉素片
癫痫发作与癫痫综合征,珍珠末
肺球孢子菌病,依托红霉素片
闭孔疝,济生橘核丸
马桑果中毒,布美他尼片
失眠症,养血安神颗粒
鼻红粒病,鱼石脂软膏
Plummer-Vinson综合征,富马酸亚铁咀嚼片
咽肌痉挛,盐酸金刚烷胺片
慢性细菌性前列腺炎,前列泰胶囊
卵巢炎,丹桃合剂
温虐,鳖甲胶
军团病,克拉霉素片
阴汗,妇洁舒洗液
末梢神经炎,甲钴胺胶囊
甲状腺功能减退伴发的精神障碍,脑蛋白水解物注射液
后十字韧带损伤,麝香壮骨膏
小儿干扰素-γ受体缺陷病,脾氨肽口服冻干粉
老年人胃癌,阿魏化痞膏
婴儿黑矇性痴呆,吡拉西坦片
原发性皮肤免疫细胞瘤,氟尿嘧啶注射液
前臂动脉损伤,己酮可可碱缓释片
瘀血头痛,布洛芬缓释胶囊
阴冷,维生素E软胶囊
色素性紫癜性苔藓样皮炎,克痒敏醑
格子状角膜营养不良,盐酸环丙沙星滴眼液
衣原体淋巴肉芽肿,盐酸多西环素片
闭塞性动脉硬化,西洛他唑片
三叉神经痛,对乙酰氨基酚缓释片
汽油、煤油中毒,仁青芒觉
肠伤寒,氧氟沙星片
外阴银屑病,银屑灵
霉菌性阴道炎,柏栀祛湿喷雾剂
老年人黏液性瓣膜病,地高辛酏剂
松节油皮炎,复方甘草酸苷片
婴幼儿腹泻,乳酸菌素片
生长激素释放抑制素瘤,重组人生长激素注射液
干酪性鼻窦炎,头孢克洛分散片
皮肤白喉,依托红霉素混悬液
发芽马铃薯中毒,大月晶丸
肛提肌综合征,槐杞黄颗粒
谵妄综合征及有关疾病,氯氮平片
无症状性脑梗死,银杏叶片
小儿脑膜瘤,苦参碱氯化钠注射液
功能性消化不良,大山楂颗粒
非结核分枝杆菌性角膜炎,氧氟沙星滴眼液
功能性胃肠病,木香顺气丸
强直性脊柱炎性巩膜炎,阿米卡星滴眼液
肝血虚证,奥美沙坦酯片
小儿慢性骨髓炎,盐酸克林霉素棕榈酸酯干混悬剂
电烧伤,聚维酮碘溶液
心室静止,二十五味珊瑚丸
葡萄球菌中毒性休克综合征,注射用果糖二磷酸钠
佝偻病,维磷葡钙片
节育手术并发症,复方乌鳢口服液
老年便秘,连翘败毒丸
分泌过多性青光眼,石斛夜光丸
上呼吸道感染,头孢丙烯分散片
前列腺病,司帕沙星片
水痘,溶菌酶肠溶片
特发性滴状色素减少症,曲安奈德益康唑乳膏
昏迷,氯化钠注射液
痰浊头痛,氯芬黄敏片
口腔颌面部肿瘤,注射用盐酸博莱霉素
小儿史-约综合征,阿昔洛韦胶囊
呃逆症,香砂六君丸
风湿骨病,天麻丸
暴痢,朱砂莲胶囊
慢性单纯外伤性腰腿痛,氯唑沙宗片
原发免疫性疾病相关的淋巴增殖性疾病,复方环磷酰胺片
乳房纤维腺瘤,乳核散结胶囊
急性细菌性前列腺炎,头孢氨苄胶囊
甲状腺炎,甲巯咪唑片
混合型肾小管性酸中毒,枸橼酸钾缓释片
常现丝虫病,盐酸左旋咪唑片
链球菌感染后的急性肾小球肾炎,肾炎四味胶囊
癫痫性精神障碍,氟哌啶醇注射液
前庭神经元炎,清凉油
食滞胃脘主证,奥美拉唑肠溶胶囊
青霉病,伏立康唑胶囊
营养代谢疾病伴发的精神障碍,小儿硫酸亚铁糖浆
脑血管硬化,桂利嗪片
链球菌坏死,阿奇霉素片
Chance骨折,云南白药
外阴溃疡,妇肤康喷雾剂
酒渣鼻,当归苦参丸
卵巢泡膜细胞瘤,依托泊苷软胶囊
心阳虚,呋塞米片
视网膜血管炎,曲克芦丁氯化钠注射液
连续性肢端皮炎,葡萄糖酸锌片
胃穿孔,香砂六君丸
阴道腺病,氧氟沙星片
小儿急性偏瘫,灯银脑通胶囊
肌纤维组织炎,萘普生分散片
淋巴癌,醋酸地塞米松片
妊娠性急性阑尾炎,肿节风胶囊
缺铁性贫血,多糖铁复合物胶囊
无色性色素失调症,阿莫西林颗粒
热汗,丙硫氧嘧啶片
喉疮,羟基脲片
Kaposis肉瘤,地塞米松片
X综合征,丹参酮ⅡA磺酸钠注射液
皮样囊肿,红金消结胶囊
结核病,云南白药胶囊
中气不足,大黄碳酸氢钠片
肺疟疾病,青蒿琥酯片
股四头肌肌腱断裂,双氯芬酸钠肠溶片
拇指掌指关节尺侧侧副韧带损伤,复方水杨酸甲酯苯海拉明喷雾剂
生殖器疱疹,三味清热止痒洗剂
碱性磷酸钙结晶沉积病,双氯芬酸钠盐酸利多卡因注射液
急性根尖牙周炎,琥乙红霉素片
血清性荨麻疹,氯雷他定糖浆
麦胶性肠病,藿香正气水
中暑痉挛,藿香祛暑软胶囊
小儿迁延与慢性腹泻,香砂六君丸
艾滋病人的急性阑尾炎,妇炎舒片
乙型病毒性肝炎,肌苷片
继发性皮肤CD30阳性大细胞淋巴瘤,苯丁酸氮芥片
交感性眼炎,甲泼尼龙片
特发性含铁血黄素沉着症,甲磺酸帕珠沙星氯化钠注射液
抽搐与惊厥,紫雪
胃肠道外瘘,短肽型肠内营养剂
盆腔炎症性不孕症,培坤丸
心脏神经官能症,柏子养心丸
羟磷灰石沉积病,关节克痹丸
单纯性疱疹,酞丁安搽剂
老年人骨质疏松,补肾健骨胶囊
喘证,养肺丸
投掷骨折,灵仙跌打片
畸形性骨炎,甲芬那酸片
跖趾关节痛,酮洛芬缓释胶囊
特发性高嗜酸性细胞综合征,甲硝唑维B6片
白血病伴发的精神障碍,注射用盐酸表柔比星
皮肤纤毛囊肿,阿奇霉素分散片
皮肤病,氯雷他定片
小儿右室双出口,琥乙红霉素胶囊
卵巢硬化性间质瘤,六甲蜜胺胶囊
膀胱颈挛缩,阿莫西林胶囊
过敏性血管炎和肉芽肿病,曲安西龙片
生殖道肿瘤,重组人干扰素α2a栓
脱屑性间质性肺炎,头孢氨苄甲氧苄啶片
出血性疾病,复方芦丁片
老年人尿失禁,戊酸雌二醇片/雌二醇环丙孕酮片复合包装
肺隔离症,乳酸左氧氟沙星片
急性肾炎综合征,结石通茶
化脓性中耳炎,注射用头孢唑林钠
阴道鳞状上皮癌,消癌平片
鼻窦炎,头孢克肟颗粒
太阳中风,建曲
砷中毒,地塞米松磷酸钠注射液
外痔,麝香痔疮栓
颈部火器性异物,生三七散
小儿进行性骨干发育不良,碳酸钙颗粒
Poncet综合征,麝香壮骨膏
小儿原发性免疫缺陷病,伏立康唑片
小儿脊髓损伤,脑苷肌肽注射液
亚硝酸盐中毒,仁青芒觉
固定性药疹,五维甘草那敏胶囊
传染性湿疹样皮炎,维生素B6片
浅部急性淋巴结炎和淋巴管炎,盐酸米诺环素胶囊
血管性血友病,人凝血因子Ⅷ
小儿髓母细胞瘤,鸦胆子油口服乳液
脉管炎,西洛他唑片
腭咽闭合不全,三七活血丸
感冒,头孢拉定胶囊
角膜软化症,维生素A软胶囊
自由生活阿米巴感染,奥硝唑片
肾盏憩室,结石通片
马牙,一清颗粒
视瞻昏渺,杞菊地黄丸
慢性非萎缩性胃炎,法莫替丁胶囊
风温,乳酸左氧氟沙星片
眼眶骨肉瘤,强力康颗粒
铜绿色假单胞菌肺炎,乳酸左氧氟沙星片
急性视网膜坏死综合征,羟苯磺酸钙胶囊
肝火犯肺,固本咳喘片
胆道运动功能障碍综合征,黄柏胶囊
运动诱发哮喘,卡介菌多糖核酸注射液
血管性头痛,脉络舒通颗粒
急性坏死出血性脑脊髓炎,注射用盐酸克林霉素
喉返神经损伤,清火栀麦片
牙结石,司帕沙星片
股外侧皮神经病,消炎镇痛膏
脂肪肝,卵磷脂片
胃肿瘤,蓼参胶囊
疣状皮肤结核,异烟肼片
眼睑皮脂腺癌,强力康颗粒
纵隔非霍奇金淋巴瘤,依托泊苷软胶囊
阴道蚂蟥叮吸,阿奇霉素分散片
新生儿乙型肝炎,甲芪肝纤颗粒
喉疮,马蔺子素胶囊
先天性喉喘鸣,盐酸左氧氟沙星胶囊
急性腰扭伤,麝香壮骨膏
急性侵袭型肺曲霉病,头孢拉定胶囊
脑动脉盗血综合征,磷酸川芎嗪氯化钠注射液
难治性心力衰竭,硝酸异山梨酯片
小儿干燥综合征,参皇软膏
黄斑病变,胰激肽原酶肠溶片
播散性复发性漏斗部毛囊炎,阿奇霉素片
肺假性淋巴瘤,复方斑蝥胶囊
支原体尿路感染,盐酸头孢他美酯干混悬剂
肛肠疾病,盐酸左氧氟沙星片
铊中毒,注射用硫代硫酸钠
骶骨骨折,独一味颗粒
前庭大腺癌,消癌平片
胸骨裂,伤科接骨片
小儿脑肿瘤,甘油果糖注射液
大网膜粘连综合征,盐酸克林霉素棕榈酸酯颗粒
小儿纤维性骨营养不良综合征,五维牛磺酸口服溶液
血管内大B细胞淋巴瘤,苯丁酸氮芥片
先天性少白头,固肾生发丸
进行性核上性麻痹,氯化钾缓释片
老年心肌病,心荣颗粒
妊娠合并子宫肌瘤,宫瘤消胶囊
腋毛癣菌病,三味清热止痒洗剂
灼痛,布洛芬颗粒
心脏病,琥乙红霉素片
恶性骨肿瘤,注射用氨磷汀
鼻出血,三七胶囊
小儿中毒型痢疾,Ⅱ
卵泡囊肿,散结灵胶囊
枢椎齿突骨折,接骨丸
外阴中肾管囊肿,肾炎四味胶囊
鱼胆中毒,大月晶丸
贫血伴发的精神障碍,参茸卫生丸
下丘脑多汗症,知柏地黄丸
耳湿疹,丹皮酚软膏
手干裂,醋酸曲安奈德尿素乳膏
室性期前收缩,心速宁胶囊
蛛网膜囊肿,注射用盐酸尼莫司汀
肝硬化腹水,维肝福泰片
泌尿生殖系棘球蚴病,阿苯达唑片
婴儿骨皮质增生症,灵仙跌打片
肺转移瘤,鲑降钙素注射液
外阴银屑病,哈西奈德乳膏
小儿颈椎融合综合征,氨糖美辛肠溶片
盐敏感性高血压,马来酸氨氯地平片
脓窠疮,司帕沙星分散片
心脏病,琥乙红霉素颗粒
早产儿视网膜病变,胰激肽原酶肠溶片
神经衰弱,珍珠末
原发性免疫缺陷病,注射用更昔洛韦
老年急性阑尾炎,肿节风胶囊
铜绿色假单胞菌肺炎,头孢拉定分散片
色素性紫癜性苔藓样皮病,曲安奈德益康唑乳膏
咽白喉,吉他霉素片
脚气,黄柏胶囊
颅内出血,安宫牛黄丸
恶性淋巴瘤,消癌平片
姿态性腰腿痛,腰息痛胶囊
输卵管卵巢脓肿,克林霉素磷酸酯注射液
老年人呼吸性酸中毒,尼可刹米注射液
高镁血症,注射用石杉碱甲
胸痹,薯蓣皂苷片
特发性血小板减少性紫癜,转移因子口服溶液
小儿X-连锁高免疫球蛋白M血症,pH4
五迟,葡萄糖酸钙锌口服溶液
多系统器官功能衰竭,樟脑磺酸钠注射液
蔗尘肺,盐酸妥洛特罗片
小儿视网膜母细胞瘤,依托泊苷注射液
慢性卡他性结膜炎,维生素B2片
史密斯骨折,骨肽片
交感神经链综合征,汉防己甲素片
眼肌麻痹性偏头痛,感冒咳嗽颗粒
老年人高脂血症,血脂平胶囊
躯体感觉障碍,吡拉西坦胶囊
先天性肘关节融合,布洛芬凝胶
先天性再生障碍性贫血,固元胶囊
肌强直性肌病,樟脑醑
颈椎先天融合畸形,腰息痛胶囊
卵巢肌肉来源肿瘤,消癌平片
跟骨骨折,接骨丸
泪囊肿瘤,复方阿胶补血膏
颈椎黄韧带骨化症,颈康胶囊
先天性白细胞颗粒异常综合征,增抗宁片
硬化剂治疗引起的食管损害,泮托拉唑钠肠溶胶囊
慢性单纯性鼻炎,辛芳鼻炎胶囊
支气管病,乳酸左氧氟沙星片
脑栓塞,丹参川芎嗪注射液
咽旁脓肿,片仔癀胶囊
阿尔采末病,盐酸多奈哌齐片
肥大性骨关节病,盐酸左氧氟沙星胶囊
噪声性耳聋,龙胆泻肝丸
无症状型心肌缺血,益脉康软胶囊
HIV相关呼吸道感染,依托红霉素片
家族性载脂蛋白B100缺陷症,胸腺五肽注射液
小儿急性非淋巴细胞性白血病,注射用硫酸长春新碱
过敏性鼻炎,盐酸西替利嗪片
破伤风,盐酸多西环素胶囊
老年人脊髓亚急性联合变性,巴氯芬片
淋巴炎,头孢泊肟酯干混悬剂
妊娠合并生殖道沙眼衣原体感染,千金止带丸
变异型心绞痛,酒石酸美托洛尔片
视网膜静脉阻塞,复方血栓通滴丸
婴儿性骨皮质增生症,雪山金罗汉止痛涂膜剂
后十字韧带损伤,威灵骨刺膏
粉碎性骨折,舒筋活血胶囊
脊柱疾病,吲哚美辛栓
前列腺增生,前列欣胶囊
皮肤子宫内膜异位症,醋酸戈舍瑞林缓释植入剂
特发性血小板减少性紫癜,利可君片
酒中毒性痴呆,甲磺酸二氢麦角碱缓释胶囊
甲状腺癌,左甲状腺素钠片
膀胱囊肿,止痛化癥颗粒
脑瘤,吡拉西坦葡萄糖注射液
梅杰综合症,复方当归注射液
口腔干燥综合征,珍珠层粉
小儿维生素B2缺乏病,赖氨葡锌颗粒
持续性枕后位、枕横位,注射用盐酸罗哌卡因
反射性交感神经营养不良综合征,赖氨葡锌片
老年人心力衰竭,酒石酸美托洛尔片
口腔结核性溃疡,硫酸锌口服溶液
间歇性精神病,奥氮平片
副流行性感冒,川贝枇杷糖浆
水痘-带状疱疹性葡萄膜炎,眼氨肽注射液
脓毒性休克,人血白蛋白
上干型胸廓出口综合征,颈痛胶囊
小儿迷路水肿-耳性眩晕综合征,盐酸倍他司汀口服液
全身性红斑狼疮,醋酸泼尼松片
视网膜后膜,羟苯磺酸钙胶囊
精子增多症,龙鹿丸
原发性输卵管癌,复方斑蝥胶囊
口腔疾病,穿心莲片
脊椎炎,风湿骨痛丸
阴道毛滴虫病,呋喃唑酮片
进行性骨干发育不良,高三尖杉酯碱注射液
维生素A缺乏病,三维鱼肝油乳
外阴结核,消癌平片
不随意运动,盐酸托莫西汀胶囊
退变性关节病,牡蛎碳酸钙胶囊
肘关节骨化肌炎,萘普生片
婴儿骨皮质增生症,藤黄健骨丸
膀胱颈挛缩,头孢克肟胶囊
强酸类中毒,十一味金色丸
小儿人类疱疹病毒6，7，8型感染性疾病,复方炉甘石外用散
高锰酸钾中毒,注射用鼠神经生长因子
成人腹股沟斜疝,茴香橘核丸
眶底骨折,三七片
婴儿玫瑰疹,维A酸乳膏
小儿急性血源性骨髓炎,注射用头孢曲松钠
药物反应性甲病,硝酸咪康唑乳膏
慢性病,酒石酸罗格列酮片
妊娠合并类风湿关节炎,风湿圣药胶囊
骨损伤,8-11
肾硬化症,甲磺酸二氢麦角碱缓释胶囊
阴道黑色素瘤,消癌平糖浆
枕叶肿瘤,注射用盐酸尼莫司汀
踝部急性韧带损伤,麝香壮骨膏
乳腺湿疹样癌,鲑降钙素注射液
咽部异物,川贝枇杷糖浆
髌骨骨软骨病,维B1乳酸钙片
投掷骨折,麝香接骨胶囊
新生儿窒息,盐酸海索那林片
小儿骨与关节结核,盐酸左氧氟沙星胶囊
光感型药疹,盐酸苯海拉明片
中暑痉挛,梅苏颗粒
急性气管－支气管炎,阿莫西林颗粒
皮肤癌,复方阿胶补血膏
子宫肌瘤,断血流胶囊
老年人终末期肺炎,乳酸左氧氟沙星片
骨损伤,接骨丸
肠病原性大肠埃希杆菌感染,复方红根草片
肾皮质髓质脓肿,甲硫酸新斯的明注射液
营养障碍性多发性神经病,复合维生素B片
呼吸疾病,樟脑磺酸钠注射液
原发性高血压,Ⅰ
赤白游风,盐酸二氧丙嗪颗粒
皮肤平滑肌瘤,氟尿嘧啶乳膏
皮肤软骨瘤,注射用盐酸平阳霉素
颅内静脉窦血栓形成,抗栓胶囊
冷球蛋白血症肾损害,阿魏酸哌嗪片
疖,复方金银花颗粒
锥体外系损害,盐酸苯海拉明注射液
绝经后卵巢恶性肿瘤,注射用甲氨蝶呤
肛肠病,硝酸甘油软膏
慢性黏膜皮肤念珠菌病,硝酸益康唑溶液
气虚眩晕,安神补心丸
鹅掌风,茯蒲洗液
小肠炎,清泻丸
急性化脓性鼻窦炎,罗红霉素分散片
急性气管－支气管炎,急支糖浆
透析性骨关节病,吡罗昔康软膏
绝经后骨质疏松,醋酸钙颗粒
神经梅毒,四环素片
慢性化脓性骨髓炎,盐酸克林霉素棕榈酸酯分散片
骨质增生,抗骨增生片
小儿烫伤,烧伤肤康液
老年人分水岭脑梗死,灯银脑通胶囊
发育性骨盆异常,伤科接骨片
脑出血,三磷酸腺苷二钠片
足跟瘀斑,参皇软膏
小儿急性血源性骨髓炎,骨炎灵片
瑞尔黑变病,唐草片
肠胃型感冒,川贝枇杷糖浆
格子状角膜营养不良,盐酸洛美沙星滴眼液
肺泡癌,鸦胆子油软胶囊
肾上腺危象,注射用甲泼尼龙琥珀酸钠
老年斑,维生素E软胶囊
圆翳内障,冰珍去翳滴眼液
乳腺囊性增生症,乳康丸
外阴恶性横纹肌样瘤,注射用盐酸平阳霉素
哮病,养肺丸
